"[10/02/2017],[22h00]","Fotos de pretendentes vão surgindo na tela do celular, e você diz se tem ou não interesse. É assim que funciona o aplicativo  ; e é dessa forma que a cidade de Santa Monica, nos EUA, resolveu descobrir o que os seus habitantes pensam. Parece simplista, mas foi o jeito encontrado para consultar a população sobre temas pertinentes (sem apelar para um calhamaço de leis municipais). A tecnologia não salva a lavoura. Mas pode ser uma aliada do velho sonho de tornar os governos mais democráticos e abertos à opinião de seus cidadãos. Tem até “ ” do urbanismo na lista de possibilidades. A ideia não é exatamente nova. No Reino Unido, o rei britânico Charles II foi quem primeiro publicou avisos públicos, em pleno século 17. Até hoje o governo sai colando papéis (que ninguém lê) nos postes de uma vizinhança, quando ela pode ser alvo de alguma intervenção relevante. Sabendo das falhas desse mecanismo, o governo investiu 950 mil libras (cerca de R$ 3,6 milhões), em 2015, em 24 projetos para desenvolver uma “consulta pública do século 21”. 
 O “ ” de Santa Monica – batizado  , algo como “deslizar a cidade” – não é um aplicativo para celular, mas uma página na internet. A pessoa informa se é moradora da cidade, do entorno ou turista. Sempre com perguntas de “sim” e “não”. Em seguida vem uma pesquisa de mobilidade urbana: anda a pé? De transporte público? Carro? Táxi ou Uber? E aí questões sobre preferências urbanísticas. A pessoa responde se um ou outro prédio é condizente com a paisagem local, se gostaria de ver bares com mesas na calçada, e por aí vai. 
 
 
 No Brasil, a cidade de São Paulo lançou um app para tentar aproximar a população das discussões sobre a lei de zoneamento. O momento não poderia ser mais propício. Ao mesmo tempo em que é extremamente técnico, o zoneamento é o tipo de regra que interfere diretamente na vida das pessoas, ditando desde onde elas podem morar até como se transportarem. Mas o app paulistano não é tão simplificado quanto o  . No “Olhares Urbanos” a pessoa tira uma foto e cadastra os parâmetros que se encaixam nela, como “fachada ativa”, “uso misto” e “fruição pública”. Novamente, depende de um certo conhecimento especializado por parte do usuário. Também o zoneamento foi alvo de mapa interativo do governo de Manchester, na Inglaterra. Dois mapas, na verdade. Um deles agrega todas as informações de infraestrutura da cidade, do transporte público à abrangência do sistema de gás. Outro mostra o que está sendo pensado para a área no zoneamento. De forma que a pessoa pode olhar para a sua vizinhança e ver como ela deve ficar daqui a cinco, dez e até 20 anos. Com ou sem aplicativos, a questão é estabelecer um diálogo real. “Nesses assuntos mais técnicos tem que haver uma tradução para o leigo”, defende Daniely Votto, gerente de Governança Urbana do WRI Brasil Cidades Sustentáveis, que atua junto a prefeituras em projetos de participação popular. “Você não pode chamar uma reunião e pura e simplesmente entregar um livreto falando de zoneamento urbano. Eles vão olhar e falar ‘isso não é para mim’”. A tentativa de informar a população de forma realista chegou a extremos, na Suiça. Lá, um grande empreendimento precisa construir uma espécie de maquete em tamanho real. A obra fica lá por um mês, com postes e cabos de aço, para a população observar e avaliar. É o que faz o aplicativo  , só que no mundo digital. É como um “ ” do urbanismo, com realidade aumentada. Pela câmera do celular, é possível enxergar o entorno, e o aplicativo mostra na tela como ficaria a paisagem com a intervenção pretendida. A ideia pode ser utilizada por governos, mas por enquanto o foco do aplicativo é no segmento imobiliário. Uma crença de muitos administradores públicos é a de que abrir projetos para debate com o público é improfícuo – as pessoas não vão entender nada  mesmo. Só que as pessoas não são burras. Daniely Votto, do WRI Brasil, defende isso, e fala com conhecimento de causa: “se você traduz para uma linguagem leiga e tem tempo para ouvir, as pessoas podem trazer coisas bem interessantes”. Não existe fórmula pronta, mas há alguns critérios que podem levar ao caminho certo nesse sentido. Primeiro, é preciso ter método, planejamento e ver o debate público como prioridade. Além disso, o gestor precisa de sensibilidade para entender que sempre há um momento catártico, em que as pessoas falam de assuntos sem relação nenhuma com a pauta. “Isso devia bater no tomador de decisão como um sintoma: ‘opa, se aqui é para vacina e o cara vem falar de buraco na rua, é porque tem um problema’”, analisa Daniely. São regras que valem tanto para os canais digitais quanto para os “analógicos”, tradicionais, como reuniões de bairro. E é fundamental que exista uma coexistência entre ambos, já que buscam um público diferente, explica Daniely. Um aplicativo pode ter sucesso em integrar jovens de classe média de 25 anos a 35 anos, por exemplo. Mesmo uma rede social pode servir como canal de diálogo, até com cidadãos mais novos. Ao mesmo tempo, pessoas de menor renda costumam comparecer mais em peso em espaços presenciais. Além disso, diferentes públicos trazem diferentes olhares sobre a cidade. “E isso ajuda muito o tomador de decisão a ter uma visão mais completa. [Ele] vai ouvir alguém que diz ‘eu quero que nossa cidade seja um ecossistema de inovação’, até o cara que não tem luz na frente de casa. Só que existem políticas na cidade para ambas as coisas. Então, [a] participação social [permite a] inclusão”.",,"Para ouvir a população, cidades apelam até para “Tinder do urbanismo”"
date,text,author,title
"[18/03/2019],[07h00]","Bom dia!  O presidente Jair Bolsonaro  , acompanhado por sete ministros, para uma agenda de compromissos que vai até a terça-feira (19), quando ocorrerá um encontro com o presidente americano Donald Trump.  No Twitter, Bolsonaro afirmou:  ""Pela primeira vez em muito tempo, um presidente brasileiro que não é antiamericano chega a Washington. É o começo de uma parceria pela liberdade e prosperidade, como os brasileiros sempre desejaram.""   E o que Bolsonaro foi fazer nos EUA? Há expectativa de  .   .   Em sua  , Alexandre Garcia contempla os novos acordos que podem resultar do encontro entre Trump e Bolsonaro. E avisa:  Os maiores capitalistas e investidores estão olhando para o Brasil. Estão vendo que o Brasil é uma oportunidade. Os Estados Unidos e o Brasil foram colonizados quase que na mesma época, só que eles são o “primeirão do mundo” e nós ainda continuamos como terceiro mundo, só que agora com outro nome: economia em desenvolvimento. Temos que aproveitar as oportunidades.  Mario Vitor Rodrigues destaca o encontro entre Bolsonaro e Steve Bannon, que classificou o evento como uma  .  ""(...) não faz sentido que alguém tenha imaginado ser uma boa estratégia encontrar o outrora influente Steve Bannon antes do próprio presidente. Menos pelo fato de Bannon já ser carta completamente fora do baralho por lá e mais pela maneira como deixou as hostes trumpistas, sendo acusado dentre outras coisas de “traidor” pelo próprio Trump.""  Um dia antes do jantar, uma plateia de cerca de cem fãs e representantes da direita americana, no Trump International Hotel, assistiu ao filme ‘O Jardim das Aflições’, sobre a vida do filósofo Olavo de Carvalho, com a presença do próprio.  , como é de costume, sobre o governo.  ""Eu não sei quais são as ideias políticas dele [Bolsonaro]. Conversei com ele quatro vezes na vida. O presidente está de mãos amarradas. Não sou capaz de prever [até onde vai] mas, se tudo continuar como está, já está mal. Não precisa mudar nada para ficar mal, é só continuar isso mais seis meses e acabou.""  Olavo foi apresentado por Bannon à plateia como peça importante para o que ele chama de "" "", grupo de governos populistas de direita em ascensão em países como Brasil, EUA, Hungria e Itália. ""Olavo não é importante apenas para o Brasil, ele tem uma importância no contexto mundial do movimento populista de direita, é um pensador seminal"", disse.  Para saber mais sobre como foi o outro evento, o jantar criticado por Mario Vitor Rodrigues,  .  O governo pretende passar todos os aeroportos para a iniciativa privada até o fim do mandato, em 2022. Na semana que passou  . Uma nova rodada de concessão deve ser anunciada nesta semana, prevendo o  , incluindo os localizados em Curitiba (PR), Manaus (AM) e Goiânia (GO).   Em editorial, a  :  Mesmo com tantas reformas ainda por aprovar, como a previdenciária e a tributária, a disposição em investir na infraestrutura nacional mostra que o setor privado segue confiando no potencial de crescimento do país e na agenda econômica estabelecida pelo presidente Jair Bolsonaro e pelo ministro Paulo Guedes, da Economia.    O domingo chuvoso fez com que as manifestações convocadas pelo Movimento Brasil Livre (MBL) em defesa da Lava Jato não levassem a mesma multidão de protestos anteriores, mas mesmo assim   para criticar a decisão do STF de transferir à Justiça Eleitoral os casos de crimes comuns (como lavagem de dinheiro e corrupção) associados a crimes eleitorais, como caixa dois, e apoiar a operação Lava Jato, que completa cinco anos.  Gabriel de Arruda Castro conta como  . As cotas, que não estão previstas por lei, são questionadas por juristas. Dentre outras razões, porque destoam da igualdade de acesso, por mérito, prevista na Constituição.   Mariana Balan explica como funcionam as controversas  . Todo sujeito preso em flagrante – quando o indivíduo está cometendo ou acabou de cometer o crime – deve ser levado à prdate,text,author,title
"[24/04/2015],[03h00]","R$49 A obra procura apresentar a trajetória do constitucionalismo internacional e do brasileiro e analisar o atual momento democrático no país. O objetivo é  apresentar como a Previdência Social promoveu a garantia de direitos mínimos e a proteção  daqueles que estavam excluídos socialmente, possibilitando sua inclusão social e econômica. Também apresenta-se um panorama sobre os sistemas de saúde e a sua judicialização. Argumenta-se que a defesa e solidificação dos programas sociais garantem não apenas a dignidade humana, mas também a longevidade democrática.",,A Constituição e os excluídos
"[31/07/2014],[21h02]","No dia 3 de agosto aconteceu em todo o Brasil a primeira fase do XIV Exame de Ordem. E, mais uma vez, o caderno Justiça & Direito e o Curso Luiz Carlos corrigiram as provas e gravaram vídeos com as repostas da prova.  A prova objetiva teve 80 questões e foi de múltipla escolha. De acordo com a OAB, a prova desta etapa abrange as disciplinas profissionalizantes obrigatórias e integrantes do currículo mínimo do curso de Direito, além de questões sobre o Estatuto da Advocacia e da OAB (Lei 8.906/94) e seu Regulamento Geral, Código de Ética e Disciplina da OAB, Direitos Humanos, Código do Consumidor, Estatuto da Criança e do Adolescente, Filosofia do Direito, Direito Ambiental e Direito Inter­nacional. Cabe lembrar que, para ser aprovado nesta fase, é preciso acertar 50% da prova, ou seja, 40 de 80 questões.  Os aprovados na 1.ª fase do XIV Exame farão a prova da segunda fase em 14 de setembro, na mesma data em que os candidatos que solicitaram o reaproveitamento da 1.ª fase do XIII Exame farão. Confira   o gabarito da 1.ª fase do XIV Exame de Ordem e os vídeos dos professores do Curso Luiz Carlos com a correção. Confira   o gabarito da 1.ª fase do XIII Exame de Ordem e os vídeos dos professores do Curso Luiz Carlos com a correção.",,J&D e Curso Luiz Carlos corrigem 1.ª fase do XIV Exame de Ordem
"[14/08/2014],[08h46]","Foi divulgado na manhã desta quinta-feira (14), o   da 1ª fase do XIV Exame de Ordem. A prova objetiva foi realizada no dia 3 de agosto.Os recursos podem ser interpostos a partir das 12h desta quinta-feira (14) até às 12h de domingo (17).  A 2ª fase do Exame da OAB será realizada no 14 de setembro. O prazo para pagamento do boleto de candidatos que vão reaproveitar a aprovação na primeira fase em exames anteriores vai até 22 de agosto.",,OAB divulga resultado da 1ª fase do  XIV Exame de Ordem
"[14/02/2017],[19h00]","Recentemente entrou em vigor a Lei nº 18.878/2016, que institui a Taxa de Controle, Acompanhamento e Fiscalização das Atividades de Exploração e do Aproveitamento de Recursos Hídricos (TCFRH) e a Taxa de Controle, Monitoramento e Fiscalização das Atividades de Lavra, Exploração e Aproveitamento de Recursos Minerais (TCFRM). Consoante os arts. 2º e 10 da referida lei, constituiriam “fatos geradores” dessas taxas, respectivamente, o exercício regular do poder de polícia sobre a atividade de exploração ou aproveitamento de recursos hídricos e o exercício regular do poder de polícia sobre a atividade de lavra, de exploração ou de aproveitamento de recursos minerais. No entanto, uma leitura mais atenta desse diploma legislativo revela que, da forma como estruturadas, tais exações são de constitucionalidade duvidosa. Principiemos rememorando alguns pressupostos básicos à instituição de taxas. Estabelece o art. 145, II da Constituição Federal, no que nos interessa mais de perto (taxas oriundas do exercício do poder de polícia) que a União, os Estados, o Distrito Federal e os Municípios poderão instituir taxas, em razão do exercício do poder de polícia prestado ao contribuinte. O Código Tributário Nacional (CTN), no mesmo sentido e enquanto diploma legislativo de normas gerais, estabelece que as taxas cobradas pelos entes federativos, no âmbito de suas respectivas atribuições, têm como fato gerador o exercício regular do poder de polícia prestado ao contribuinte (art. 77 da Lei nº 5.172/66).  Assim, já nos é possível pontuar ao menos duas condicionantes à criação de taxas. Primeiro, sua materialidade tem de ser o efetivo exercício do poder de polícia. Neste ponto, impende relembrar que a potencialidade da prestação é apenas permitida no caso de taxa devida pela disponibilização de serviço público específico e divisível. E, segundo, tal poder de polícia pressupõe competência administrativa, a ele (poder) inerente, do ente político que institui a taxa. Nem uma e nem a outra foram observadas pelo legislador estadual. Destarte, a materialidade expressa firma-se em atos administrativos genéricos e de potencial exercício do poder de polícia: planejar, organizar, controlar, registrar atividades relativas à exploração de recursos hídricos e de recurso minerais. No entanto, a materialidade real, aquela que apreendemos da base de cálculo prevista em nada está vinculada a qualquer exercício do poder de polícia, mas há uma manifestação de riqueza do próprio contribuinte. Destarte, é percentagem sobre a metragem cúbica de recursos hídricos utilizada, ou sobre o peso (tonelada ou fração de) de recursos minerais extraídos pelos contribuintes que se consubstancia o valor das referidas taxas. E, aqui já capturamos uma terceira afronta ao regime jurídico próprio das taxas, posto que conforme estabelecido pelo art. 145, parágrafo 2º da Constituição Federal “as taxas não poderão ter base de cálculo próprias de imposto”. Voltemos àquela segunda condicionante supramencionada. Verifica-se que, ao contrário do que intenta o legislador estadual fazer crer, o Estado não detém competência para exercer o poder de polícia nas atividades elencadas como “fatos geradores” dessas taxas. Carece aos estados membros justamente a competência administrativa/material para fiscalizar a exploração dos recursos hídricos e minerais e, por conseguinte, a competência de polícia administrativa nessas searas. Estatui a Constituição Federal ser da competência privativa da União legislar sobre águas e energia (art. 22, IV), bem como sobre jazidas, minas, e outros recursos minerais (art.22, XII). É verdade que a Carta Política também estabelece ser da competência comum dos entes federados proteger o meio ambiente (art. 23, VI), e também registrar, acompanhar e fiscalizar as concessões de direitos de pesquisa e exploração de recursos hídricos e minerais em seus territórios (art. 23, XI). No entanto, para esse mister esclarece que leis complementares fixarão as normas para cooperação entre tais pessoas políticas, justamente a fim de se evitar sobreposições ineficazes de atuações (art. 23, parágrafo único). Pois bem. A Lei Complementar 140/2011 fixou normas de cooperação em ações administrativas decorrentes do exercício de competência comum relativa à proteção do ambiente, e acabou por determinar que seria da competência privativa da União exercer o controle e fiscalização das atividades e empreendimentos cuja atribuição para licenciar ou autorizar, ambientalmente, for cometida a ela. Nesse sentido, a União, no exercício da competência legislativa que lhe é exclusiva (art. 22 VI e XII da CF), editou a Lei 9.984/ 2000 (cria a ANA e estabelece suas atribuições) e o Decreto-Lei 227/67(Código de Minas), os quais atribuem apenas ao ente central a outorga de licença e/ou autorização para exploração dos recursos hídricos e minerais. Dessa forma, o poder de polícia a essas atividades afetas é exclusivo da União, cabendo, portanto, apenas a esse ente político instituir taxas pelo exercício desse poder. Dessa forma, conclui-se que não andou bem o legislador paranaense ao criar a TCFRH e TCFRM. Ele carece de competência para estabelecer taxas nessa seara, bem como, através de uma análise mais cuidadosa dos diplomas legislativos regentes desses tributos, denota-se que se trata de verdadeira instituição de imposto (travestido de taxa). Corrobora essa última afirmativa o próprio lapso do legislador que expressamente utilizou o vocábulo “imposto” no art. 18, I da Lei estadual 18.878/2016. Por fim, cumpre informar existir em análise do STF a Ação Direta de Inconstitucionalidade 5.374/PA, a qual discute a inconstitucionalidade da Lei 8.091/2014, do Estado do Pará, que instituiu taxa idêntica  à criada no Estado do Paraná.",,A Controversa Lei 18.878/2016 e a gestão de recursos hídricos e minerais
"[14/08/2014],[09h07]","Foi divulgado na manhã desta quinta-feira (14), o   da 1ª fase do XIV Exame de Ordem. A prova objetiva foi realizada no dia 3 de agosto.Os recursos podem ser interpostos a partir das 12h desta quinta-feira (14) até às 12h de domingo (17).  A 2ª fase do Exame da OAB será realizada no 14 de setembro. O prazo para pagamento do boleto de candidatos que vão reaproveitar a aprovação na primeira fase em exames anteriores vai até 22 de agosto.",,OAB divulga resultado da 1ª fase do  XIV Exame de Ordem
"[03/02/2015],[16h03]",A OAB e a FGV acabam de divulgar o resultado preliminar da segunda fase do XV Exame de Ordem. Confira  . A consulta ao   também está disponível.,,Confira o resultado da 2ª fase do XV Exame de Ordem
"[17/02/2017],[16h55]","Na quinta-feira (16), em julgamento dotado de repercussão geral, o STF decidiu que cabe ao Estado indenizar presos submetidos a condições degradantes de encarceramento. No caso analisado, restabeleceu-se decisão do Tribunal de Justiça do Mato Grosso do Sul que determinara o pagamento de indenização de R$ 2 mil a título de danos morais. Sobre o tema, o Tribunal foi unânime quanto à responsabilidade do Estado. As variações se deram sobre qual a medida a ser tomada em face disso. A linha que prevaleceu foi o pagamento de indenização em parcela única. Cogitou-se de instituir um sistema de remissão da pena e ainda a indenização de pagamento mensal, de modo a fazer a indenização conectar-se ao tempo em que dura a situação. O sistema normativo determina que o sujeito seja encarcerado, mas como não há recursos para lá mantê-lo em situação minimamente digna, o próprio sistema atribui uma compensação ao sujeito (mas só ao sujeito que acessar o Judiciário). A decisão foi objeto de imediata atenção. Há os que gostaram e também os descontentes. Uma sociedade plural é assim mesmo. O ponto desse artigo não é cerrar fileiras ideológicas, mas sim examinar as consequências da decisão. O primeiro elemento a ser destacado é que há claros sinais sobre a crescente preocupação do Judiciário com a situação carcerária. A situação dos presídios já tinha sido tomada como um estado de coisas inconstitucional (ADPF 347). É dizer, reconheceu-se uma omissão duradoura do Estado que promove reiterada violação a direitos fundamentais e exige a adoção de medidas estipuladas pelo Judiciário (espontaneamente, o Estado não promove medidas para solucionar a questão). Recentemente, a crise carcerária se apresentou com toda a sua brutalidade nos lembrando que o estado de natureza parece não ser apenas uma alegoria. O julgamento de ontem vem nessa linha: o Judiciário (ao menos o STF) não está mais disposto a tolerar a nossa situação carcerária. Nessa perspectiva, é relativamente evidente que haverá uma profusão de demandas reclamando a mesma solução. As condições degradantes são comuns. O Judiciário se deparará em breve tempo com um incremento dessas demandas, todas fundando-se no  de ontem. Contudo, o direito é uma arte sutil. E esses negócios de sucesso na demanda é mais para sortista --- do tipo que faz anúncio em poste --- do que para advogado. A decisão do STF foi dada num contexto específico, em que havia se considerado provada no processo a situação degradante (esse era um dado do julgamento). Parece filigrana, mas não é (pelo menos não para os juristas). Situação degradante é um conceito desses que pode ser entendido de diversos modos. E eis o xis da questão. Haverá discussões profundas a serem travadas. Especialmente em tempos de carestia orçamentária, a efetividade de medidas dessa natureza é dúbia. A válvula de escape será essa. Em um mundo ideal, a decisão do STF estimularia políticas públicas multisetoriais para se acharem parâmetros aceitáveis. Como não vivemos num mudo ideal, haverá ampla judicialização do tema, muitas vezes lançando o Estado contra o Estado, consumindo recursos escassos e tempo – que seriam melhor investidos se direcionados ao próprio sistema deficitário, e não para tentar contornar situações específicas depois de mobilizar a máquina estatal (Judiciário e Executivo). O desencanto sempre vence a esperança no longo prazo. A via da judicialização nada resolverá no longo prazo – sobretudo em termos sistemáticos. O sistema não é aperfeiçoado e criam-se mais uma vez as soluções paliativas (sempre elas), que não resolvem a origem do problema. É de fato o melhor que o Judiciário pode fazer? Outra intercorrência da decisão será o aumento de demandas buscando a indenização por direitos sociais não atendidos. Bom seria se a questão dos presídios fosse a única mazela de nosso país. Não é. Hospitais, remédios, escolas, creches, violência urbana, etc; tudo existe em nosso país. Todas essas circunstâncias podem ser nalguma medida tidas como estado de coisas inconstitucional e, potencialmente, tudo pode ser taxado de responsabilidade do Estado. Contudo, o erário é uma servidão de passagem. O dinheiro que lá está foi produzido pela sociedade e arrecadado em seu nome. A ideia de que todos devam ser indenizados pelas nossas mazelas sociais conduz ao resultado peculiar de que os lesados tirarão de seus bolsos para pagar a si mesmos - com os custos de transação inerentes. Daí porque o fundamento da responsabilidade estatal é a especialidade do dano, que reconhece que um indivíduo foi agravado em maior medida que os outros membros da sociedade e deve ser compensado. Se os problemas sociais atingem a massa dos brasileiros (como de fato atingem), pensar soluções a partir da indenização não parece ser algo universalizável. E precisamos, desesperadamente, de soluções universais. Soluções pela via da responsabilidade civil são mais simbólicas do que efetivas. E sempre traz aquele elemento aleatório, de que uns ganharão e outros não, que faz o direito de ação assumir um caráter de mesa de poker (veja-se a constante discussão sobre o fornecimento de medicamentos por determinação judicial). Mais do que isso, na mesa há os que jogam melhor e têm mais chances de ganhar. Novamente, recursos públicos serão captados pelos mais aptos a tanto, tudo envolvido em belos embrulhos de eficácia de direitos sociais – direitos sociais para quem? O problema dessas visões que investem na condenação do Estado é que elas focam a realidade a partir de um recorte pontual (os autos do processo circunscrevem o que está no mundo, como diz o velho ditado). A efetividade de direitos sociais é um problema complexo que envolve contingências bastante profundas (quando menos orçamentárias e distributivas). O papel do direito é limitado, por mais que haja boa intenção, o maná não cai do céu. E isso é duro, mas é verdade. Nossos problemas estão além do alcance das soluções providas pelos juristas – ainda que isso possa ser um importante começo. Até quando vamos deixar de começar? Cada vez mais fica claro que, na ausência do Executivo (por falta de recursos ou de vontade política), o Judiciário se projeta como realizador do Estado de Bem Estar Social. A última fonte de esperança dos que esperam uma resposta do Estado. E cada mais fica claro que, fora da perspectiva individual, essa resposta é inadequada. Repetimos assim o ciclo: soluções retóricas que aliviam consciências, beneficiam uns e outros de imediato, mas não transformam a realidade.",,"Responsabilidade civil do Estado, encarceramento e os ecos da decisão do STF"
"[31/10/2016],[09h06]","Passada a eleição municipal em Curitiba, vencida por Rafael Greca (PMN) neste domingo (30), o foco político já se volta para a disputa pelo governo do Paraná em 2018. O cenário, mesmo com dois anos pela frente, está definido: Osmar Dias (PDT) contra Ratinho Jr. (PSD). Em entrevista ao Valor Econômico, Osmar confirmou que será candidato a governador. “Isso [candidatura] está definido com bastante determinação”, disse. “Estou fora da política há seis anos e não pensava necessariamente em voltar, mas a situação se impôs”, acrescentou. A candidatura dele acaba alavancada pela vitória de Greca, apoiado pelo atual governador Beto Richa (PSDB). Nos bastidores, fala-se que o ex-senador teria trabalhado para eleger o candidato do PMN em Curitiba. 
 Nesse cenário, Richa juntaria as forças com Osmar para concorrer a uma vaga no Senado em 2018. A análise do governo é que o tucano saiu fortalecido do pleito deste domingo (30). “O Beto ganhou em Curitiba no meio de uma crise econômica, greve dos professores, ocupação de escolas. Ele soube equilibrar as medidas que deveriam ser tomadas, dosou a mão para não contaminar as eleições”, afirmou o chefe da Casa Civil estadual, Valdir Rossoni. Osmar Dias terá Ratinho Jr. como principal oponente. A candidatura do atual secretário de Estado de Desenvolvimento Urbano (Sedu) foi confirmada no domingo pelo presidente estadual do PSD, Eduardo Sciarra. “Com toda certeza o partido [PSD] será protagonista nas eleições daqui a dois anos com Ratinho Jr. que é um pré-candidato ao governo do estado”, disse, lembrando o desempenho de Ney Leprevost (PSD), que perdeu a prefeitura de Curitiba por uma margem de 6,5 pontos porcentuais para Greca, mas que desbancou Gustavo Fruet no primeiro turno. A pretensão de Ratinho Jr., aliás, deve rapidamente ter repercussões no governo do estado. Pelo lado do PSD, a posição do partido dentro do governo Richa será decidida pela executiva estadual. Do ponto de vista da atual gestão, porém, a situação do futuro candidato ao governo do Paraná ficou insustentável. “Não há mais convivência para ele [Ratinho Jr.] no Palácio”, disse um deputado estadual da base do governo. A vice-governadora Cida Borghetti (PP) deve aparecer como a terceira força em disputa pelo governo. No início do ano, a ex-deputada estadual e federal, já havia indicado que seria candidata. Até agora, porém, não há uma definição oficial. Ela conta com o apoio do marido dela e ministro da Saúde, Ricardo Barros (PP), para alavancar uma possível campanha. Além disso, a filha do casal e atual deputada estadual, Maria Victoria (PP), concorreu à prefeitura de Curitiba, para fortalecer o partido para 2018 e aumentar a base de eleitores na capital paranaense.",,Vitória de Greca abre disputa entre Ratinho Jr. e Osmar Dias ao governo do PR
"[17/01/2019],[18h23]","
",,Veja como funciona a geolocalização do site da Gazeta
"[27/01/2016],[19h12]","O leito do Rio Liso, em Porto União (SC), cidade-irmã de União da Vitória (PR), foi alterado após deslizamentos em um morro de quase 30 metros de altura em um terreno de uma mineradora desativada na localidade de São Miguel da Serra. Uma propriedade vizinha acabou invadida.  O local do incidente era explorado pela mineradora Areial Ressaca. A empresa é da região de União da Vitória, mas não existe mais. Segundo a Fundação do Meio Ambiente (Fatma), que fiscaliza a exploração de areia em Santa Catarina, o terreno está abandonado desde 2011 e tanto tempo no esquecimento pode ter colaborado para o desastre ambiental.  O leito natural do Rio Liso já não existe mais, ele está soterrado e boa parte da água virou uma combinação de argila e galhos das árvores nativas que desceram com o morro. Uma equipe da Fatma esteve no local no início do mês e constatou que houve escorregamento do material e assoreamento do rio. Em nota, a Fundação informou que os especialistas geraram um auto de infração de aproximadamente R$ 1,3 milhão, termo de embrago, multa diária de R$ 1 mil e cassação da licença. A mineradora ainda é obrigada a promover a recuperação ambiental da área.  “Era um desastre ambiental anunciado”, sentencia Ivo Dolinski, gerente de desenvolvimento ambiental da Fatma regional, situada em Canoinhas. Ele acompanhou as vistorias feitas no começo deste ano e aponta os erros de exploração. “Tinha um paredão, em cima vegetação e eles não perfuravam de forma escalonada, fizeram uma linha reta embaixo do morro. O que acontece é que o morro fica sem sustentação e cai com qualquer chuva”.  Para Dolinski, a recuperação ainda não chegará perto daquilo que já foi perdido. “Tem de fazer o plantio de mudas nativas, mas num paredão daqueles e solo infértil, a própria natureza vai precisar se recuperar”.  O proprietário do terreno também foi autuado por ser “responsável solidário”, já que ele arrendou a área para a mineradora. O dono da Areial Ressaca, conforme a Fatma, foi notificado por meio dos Correios, mas ainda não foi localizado. “Se não for encontrado pelo Correio, será publicado no Diário Oficial. Todas as medidas legais serão tomadas pelo Ministério Público, mesmo que seja à revelia, sem o conhecimento dele. O dono da mineradora e o proprietário estão recebendo multa diária até começarem a recuperar a área”, disse a assessoria.  O caso foi enviado ao Ministério Público de Porto União, que também pediu uma avaliação no local ainda em dezembro, depois de receber denúncias. Para o promotor de Porto União, Rodrigo Kurth Quadro, o caso da mineradora chegou ao “limite do absurdo” quando foi registrado o deslizamento que afetou o curso do rio. Segundo Quadro, a partir do laudo feito pela Defesa Civil de Porto União, MP e um geólogo, será movida uma ação civil pública em três frentes. A primeira é a responsabilização para recuperação da área. Outra para a indenização direta das pessoas que estão no entorno e por dano moral coletivo. “Toda a sociedade foi lesada e é direito de ter aquilo que foi tirado”, afirmou.  A vistoria feita a pedido do MP ocorreu no dia 15 de dezembro e tem até fevereiro dar sequência com a responsabilização civil. A Fundação Ambiental ainda não sabe o tamanho do prejuízo causado na região. Mas se estima que cerca de 25 mil metros quadrados de terreno tenham sido tomados pelo deslizamento e outros 100 metros do leito do Rio Liso tenham sido soterrados. O solo está inutilizável para plantação por conta da argila segmentada e, também, da instabilidade do terreno já que ainda há possibilidade de mais desmoronamentos.  As famílias ao redor ainda não foram indenizadas, uma teve de deixar a casa onde morava porque a Defesa Civil embargou o imóvel depois da vistoria de solo. A mineradora ainda não pagou o auto de infração no valor de R$ 1.352.000,00 nem a multa diária estipulada em R$ 1 mil.  A empresa não funciona mais. O dono da mineradora não foi encontrado para explicar o caso. Entre 2008 e 2009, a mineradora chegou a ser embargada pelos técnicos da Fatma de Canoinhas, mas a liberação, nos dois casos, foi feita pela Assessoria Jurídica da Fundação em Florianópolis.  No primeiro caso, foi feita uma vistoria em conjunto entre Fatma e uma equipe da Polícia Militar Ambiental (PMA). A mineradora estava com a Licença Ambiental de Operação (LAO) vencida e com divergências ambientais conforme a legislação. A PMA atuou e as duas ações geraram um Termo de Compromisso em que a empresa se comprometia a regularizar-se com a renovação da licença. A mineradora cumpriu o termo e teve a LAO aprovada.  No ano seguinte, em outra vistoria conjunta, um técnico atuou a empresa por estar operando em faixa de Área de Preservação Permanente (APP) inferior a 30 metros. Também por estar com as lagoas de beneficiamento em desacordo com o projeto. Segundo a assessoria da Fundação, ao apresentar a defesa prévia a mineradora comprovou que a Licença Ambiental exigia APP de 15 metros. Na questão das lagoas, não foi apontado pelo técnico exatamente qual era a irregularidade o que anulou o embargo.   A mineradora voltou a ser autuada pela PMA um ano depois, pois estava depositando rejeito de atividade de exploração de areia em Área de Preservação Permanente.  A empresa saiu da região mos meses seguintes e desde então não explora mais o local. Conforme a Fatma, a mineradora não informou sobre o abandono do terreno.",,Exploração irregular de mineradora muda curso de rio em Porto União
"[01/04/2019],[18h24]","
",,Conheça o Leiturômetro da Gazeta do Povo
"[28/01/2019],[10h31]","
",,Saiba como dizer o que você pensa sobre os conteúdos da Gazeta
"[13/02/2019],[14h37]","
",,Entenda como navegar pelos atalhos da Gazeta
"[12/03/2019],[12h21]","
",,Veja como se inscrever nas newsletters da Gazeta
